[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -454, 5, -460, 6, -465, 5, -465, 6, -474, 0, -481, 0, -427, 3, -433, 4, -433, 4, -445, 3, -445, 10, -453, 10, -462, 0, -470, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
